nErrorBuild,timeFlag,ageAtCD,totalBuilds,nIssuesOfDockerfile,nLinesOfDockerfile,totalCommits,workflow,baseImage
2,15,0.0051,52,2,16.3333,43,Docker,debian
1,15,0.0053,318,2,6,7,Docker,debian
4,15,0.0057,0,6,25.3333,41,Circle,debian
23,15,0.0069,0,10,21,64,Circle,docker-perl-app-base
5,15,0.0085,160,3,33,15,Docker,alpine
1,15,0.009,267,1,59,24,Docker,ubuntu
7,15,0.0104,133,4,7,3,Docker,ubuntu
31,15,0.0129,804,1,6,3,Docker,aspnet
1,15,0.0168,95,0.5,5,5,Docker,centos
1,15,0.0294,94,2,41.6667,4,Docker,ubuntu
1,15,0.0574,39,1,21,9,Docker,ssh-hpn-x
4,15,0.0595,0,2.5,7,135,Circle,node
1,15,0.1232,0,3,6,194,Circle,nginx
3,15,0.1352,245,8,27,44,Docker,golang
30,15,0.139,0,2.4615,11.0769,14,Travis,alpine
7,15,0.1622,804,4,6,3,Docker,nodejs-bower-grunt
3,15,0.4248,36,1,44,19,Docker,archlinux-small
1,15,0.7375,394,14,37,11,Docker,ubuntu
1,15,0.7614,0,0,4.8333,43,Circle,java
9,15,0.9345,0,2,20,1123,Circle,centos
2,15,1.0056,29,1,73.8333,54,Docker,ubuntu
8,15,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
1,15,4.3663,0,3.125,7.875,134,Travis,mono
3,15,7.0563,0,3,18,130,Circle,alpine-base
7,15,9.0212,0,4,49,248,Circle,centos
7,15,12.0208,0,0.6667,5.7778,114,Circle,tomcat
1,15,14.898,0,4,15,164,Travis,golang
6,15,20.8866,0,3,10,64,Circle,alpine
1,15,20.9747,0,2,8.5,69,Circle,alpine
6,15,22.5866,936,2,14,31,Docker,node
107,15,23.0597,0,1.6667,9.6667,4106,Circle,alpine
2,15,39.0562,0,2,14,701,Circle,slidehub-base
3,15,64.2844,0,2,10,164,Travis,alpine-node
1,15,71.8883,0,1,68.3333,285,Circle,fedora
13,15,92.7464,0,1,12.2857,924,Travis,fpm-nginx
11,15,120.021,0,2,8.3333,1847,Circle,ruby
1,15,141.097,262,9,12.6667,515,Docker,python
6,15,433.042,0,4.2,10.4,823,Travis,golang
1,15,468.727,778,6.1,38,35,Docker,nginx
4,15,500.026,0,11.5,22.5,85,Circle,diaspora-docker
15,15,535.883,0,2.2,2.8,534,Circle,cymetric-deps
16,15,550.778,0,0,10,936,Circle,node
1,15,628.195,0,0.5,4,361,Travis,java
2,15,670.046,0,4,9,85,Circle,ruby
1,15,690.974,0,1,2,302,Travis,viws
5,15,717.775,0,0,9.25,2145,Circle,node
27,15,721.256,0,1,6.4286,4412,Circle,base
19,15,756.17,0,1,12,1022,Circle,javajsbase
13,15,923.619,0,2,17,1350,Travis,alpine-oraclejdk8
1,15,938.294,224,3.2,11.4,340,Docker,base
175,15,1059.15,0,2.7143,6.7143,17849,Circle,build_env
4,15,1116.14,0,0.6667,5,1625,Circle,cyclus
23,15,1277.01,0,2.25,19.8333,6221,Circle,cyclus-deps
5,16,0,0,1.4,6.4,261,Circle,alpine
3,16,0.0008,0,7.9,15,401,Circle,docker-perl-app-base
6,16,0.001,290,3,23,10,Docker,debian
1,16,0.0024,768,14,14,15,Docker,python
1,16,0.0047,57,3,17,1,Docker,centos
1,16,0.0051,52,2,16.3333,43,Docker,debian
28,16,0.0069,0,10,21,64,Circle,docker-perl-app-base
4,16,0.0085,160,3,33,15,Docker,alpine
3,16,0.0086,0,11,19,852,Circle,docker-perl-app-base
1,16,0.009,267,1,59,24,Docker,ubuntu
1,16,0.0104,133,4,7,3,Docker,ubuntu
9,16,0.0129,804,1,6,3,Docker,aspnet
1,16,0.0183,143,1,8,21,Docker,alpine
2,16,0.0212,77,4,15,3,Docker,alpine
29,16,0.139,0,2.4615,11.0769,14,Travis,alpine
4,16,0.2394,0,21,20,161,Circle,ubuntu-server
3,16,1.0491,0,1,6,34,Circle,node
4,16,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
17,16,4.5204,0,1,22.25,118,Circle,alpine-node
4,16,7.8564,0,1.5833,6.6667,164,Circle,jetty
6,16,9.2859,0,1,6,121,Circle,ruby
51,16,12.0208,0,0.6667,5.7778,114,Circle,tomcat
1,16,14.898,0,4,15,164,Travis,golang
110,16,23.0597,0,0.6667,9.3333,4106,Circle,alpine
31,16,23.8922,0,1,5,323,Travis,openjdk
4,16,29.3739,0,2,20.5,1289,Circle,centos
2,16,64.2844,0,2,10,164,Travis,alpine-node
4,16,64.9491,0,1,65.3333,1606,Circle,ubuntu
5,16,120.021,0,2,8.3333,1847,Circle,ruby
2,16,164.087,0,0,9.5714,876,Circle,node
1,16,296.855,0,15,86,141,Travis,baseimage
2,16,353.155,110,7,6,489,Docker,anaconda
2,16,500.026,0,11.5,22.5,85,Circle,diaspora-docker
6,16,535.883,0,2.2,2.8,534,Circle,cymetric-deps
2,16,550.778,0,0,10,936,Circle,node
16,16,721.256,0,1,8,4412,Circle,base
2,16,786.55,0,6,18.5,2304,Travis,php
141,16,1059.15,0,2.7143,6.7143,17849,Circle,build_env
13,16,1116.14,0,0.6667,5,1625,Circle,cyclus
23,16,1277.01,0,3.3333,31.3333,6221,Circle,cyclus-deps
1,17,0.0008,0,7.9,15,401,Circle,docker-perl-app-base
2,17,0.001,290,3,23,10,Docker,debian
4,17,0.0024,768,14,14,15,Docker,python
1,17,0.0047,57,3,17,1,Docker,centos
30,17,0.0069,0,10,21,64,Circle,docker-perl-app-base
8,17,0.0085,160,3,36,15,Docker,alpine
2,17,0.0086,0,11,19,852,Circle,docker-perl-app-base
4,17,0.009,267,1,63.5,24,Docker,ubuntu
26,17,0.0129,804,1,6,3,Docker,aspnet
1,17,0.0183,143,1,8,21,Docker,alpine
1,17,0.0212,77,4,15,3,Docker,alpine
1,17,0.0595,0,2.5,7,135,Circle,node
30,17,0.139,0,2.4615,11.0769,14,Travis,alpine
7,17,0.9345,0,2,20.5,1123,Circle,centos
4,17,1.0491,0,1,6,34,Circle,node
12,17,1.1881,954,3,4,7,Docker,php
12,17,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
6,17,7.8564,0,1.5833,6.6667,164,Circle,jetty
9,17,9.0212,0,4,49,248,Circle,centos
5,17,12.0208,0,0.6667,5.7778,114,Circle,tomcat
1,17,13.0814,0,0,16,49,Circle,alpine-ruby
10,17,14.898,0,1,17,164,Travis,golang
23,17,22.5866,936,2,14,31,Docker,node
103,17,23.0597,0,0,6,4106,Circle,alpine
4,17,39.0562,0,2,14,701,Circle,slidehub-base
3,17,97.8665,0,0,40.3333,52,Circle,alpine
2,17,120.021,0,2,8.3333,1847,Circle,ruby
1,17,191.968,0,4,11,209,Travis,debian
1,17,245.74,0,0,4.5,321,Travis,scratch
1,17,353.155,110,7,6,489,Docker,anaconda
1,17,468.727,778,6.1,38,35,Docker,nginx
3,17,500.026,0,11.5,22.5,85,Circle,diaspora-docker
1,17,535.883,0,2.2,2.8,534,Circle,cymetric-deps
2,17,717.775,0,0,9.25,2145,Circle,node
8,17,721.256,0,1,8,4412,Circle,base
105,17,1059.15,0,2.7143,6.7143,17849,Circle,build_env
2,17,1116.14,0,0.6667,5,1625,Circle,cyclus
5,17,1277.01,0,4,32,6221,Circle,cyclus-deps
2,18,0.0014,848,2.5,22,30,Docker,php
1,18,0.0017,340,2,8.25,14,Docker,debian
24,18,0.0069,0,10,21,64,Circle,docker-perl-app-base
3,18,0.0085,160,3,36,15,Docker,alpine
2,18,0.0086,0,11,19,852,Circle,docker-perl-app-base
3,18,0.009,267,1,63.5,24,Docker,ubuntu
2,18,0.0129,804,1,6,3,Docker,aspnet
1,18,0.0212,77,4,15,3,Docker,alpine
1,18,0.0617,213,1,8,3,Docker,cflinuxfs2
26,18,0.139,0,2.4615,11.0769,14,Travis,alpine
1,18,0.8629,25,1,13,36,Docker,perl-golang
7,18,0.9345,0,2,21,1123,Circle,centos
1,18,1.9021,144,8,23,59,Docker,mercury-depend
8,18,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
2,18,7.0563,0,3,18,130,Circle,alpine-base
8,18,7.6219,0,17.625,72.7083,174,Circle,ubuntu
12,18,7.8564,0,1.5833,6.6667,164,Circle,jetty
7,18,12.0208,0,0.6667,5.7778,114,Circle,tomcat
1,18,12.8416,0,2,39,442,Circle,alpine
1,18,14.1239,97,5,23,27,Docker,atlassian-docker
2,18,19.93,0,2,37,88,Circle,alpine
124,18,23.0597,0,0,6,4106,Circle,alpine
1,18,25.0743,0,3,5,323,Circle,nginx
1,18,61.9695,19,16,30,21,Docker,hadoop-docker
12,18,64.9491,0,1,56.6667,1606,Circle,ubuntu
13,18,110.1,0,0,6,1273,Circle,alpine-build
6,18,120.021,0,2,8.3333,1847,Circle,ruby
10,18,433.042,0,3,50,823,Travis,golang
2,18,550.778,0,0,10,936,Circle,node
5,18,642.134,0,0.25,5,239,Circle,java
10,18,644.631,0,0,11,253,Circle,node
4,18,717.775,0,2,32,2145,Circle,node
2,18,721.256,0,1,8,4412,Circle,base
1,18,860.737,0,1,3,2140,Travis,buildstep
38,18,1059.15,0,2.7143,6.7143,17849,Circle,build_env
2,19,0.0024,768,14,14,15,Docker,python
1,19,0.0053,318,2,6,7,Docker,debian
44,19,0.0069,0,10,21,64,Circle,docker-perl-app-base
1,19,0.0086,0,11,19,852,Circle,docker-perl-app-base
1,19,0.0129,804,1,6,3,Docker,aspnet
2,19,0.0358,210,1,8,2,Docker,cflinuxfs2
1,19,0.0537,141,2,10,29,Docker,oracle-jdk
2,19,0.0617,213,1,8,3,Docker,cflinuxfs2
6,19,0.9345,0,2,21,1123,Circle,centos
3,19,1.6989,0,6,19,83,Circle,restweb
5,19,1.9021,144,8,23,59,Docker,mercury-depend
4,19,12.0208,0,0.6667,5.7778,114,Circle,tomcat
9,19,12.8416,0,2,39.2857,442,Circle,alpine
5,19,19.93,0,2,40,88,Circle,alpine
93,19,23.0597,0,1,2,4106,Circle,alpine
1,19,39.9654,254,2,15.4,41,Docker,centos
7,19,120.021,0,2,8.3333,1847,Circle,ruby
2,19,139.006,0,8,52,174,Travis,ubuntu
2,19,141.097,262,11.3636,22.8636,515,Docker,python
9,19,433.042,0,6,14,823,Travis,golang
2,19,644.631,0,0,11,253,Circle,node
6,19,717.775,0,2,32,2145,Circle,node
12,19,721.256,0,1,8,4412,Circle,base
2,19,860.737,0,1,3,2140,Travis,buildstep
109,19,1059.15,0,2.7143,6.7143,17849,Circle,build_env
3,19,1116.14,0,0.6667,5,1625,Circle,cyclus
1,20,0.001,173,5.6667,15.5,27,Docker,debian
2,20,0.002,0,1,58,51,Travis,ubuntu
2,20,0.0024,768,14,14,15,Docker,python
2,20,0.0053,318,2,6,7,Docker,debian
36,20,0.0069,0,10,21,64,Circle,docker-perl-app-base
1,20,0.0129,804,1,6,3,Docker,aspnet
1,20,0.0183,143,1,8,21,Docker,alpine
1,20,0.0595,0,2.5,7,135,Circle,node
1,20,0.1705,24,2,26,16,Docker,alpine
6,20,0.9345,0,2,21,1123,Circle,centos
5,20,1.9021,144,8,23,59,Docker,mercury-depend
4,20,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
6,20,12.0208,0,0.6667,5.7778,114,Circle,tomcat
8,20,12.8416,0,2,40,442,Circle,alpine
2,20,16.2142,347,4.5556,5.1111,32,Docker,nginx
1,20,19.9171,0,6,8,919,Travis,ubuntu
130,20,23.0597,0,1.7143,13,4106,Circle,alpine
36,20,30.8583,1000,6,14,4,Docker,debian
6,20,71.8883,0,1,37,285,Circle,fedora
2,20,110.1,0,0,6,1273,Circle,alpine-build
12,20,120.021,0,2,8.3333,1847,Circle,ruby
12,20,141.097,262,12,23,515,Docker,python
1,20,151.209,27,7,16,171,Docker,ubuntu
3,20,191.971,0,1,3,200,Circle,docker-tomcat-ffmpeg
1,20,642.134,0,0.25,5,239,Circle,java
2,20,721.256,0,1,8,4412,Circle,base
3,20,860.737,0,1,3,2140,Travis,buildstep
110,20,1059.15,0,2.7143,6.7143,17849,Circle,build_env
8,20,1116.14,0,0.6667,5,1625,Circle,cyclus
2,20,1277.01,0,1,4.4,6221,Circle,cyclus-deps
2,21,0.0008,0,7.9,15,401,Circle,docker-perl-app-base
1,21,0.0024,768,14,14,15,Docker,python
12,21,0.0053,318,2,6,7,Docker,debian
24,21,0.0069,0,10,21,64,Circle,docker-perl-app-base
2,21,0.0129,804,1,6,3,Docker,aspnet
3,21,0.0183,143,1,8,21,Docker,alpine
10,21,1.9021,144,8,23,59,Docker,mercury-depend
8,21,12.0208,0,0.6667,5.7778,114,Circle,tomcat
14,21,12.8416,0,2,40,442,Circle,alpine
2,21,16.2142,347,6,15.6667,32,Docker,nginx
4,21,19.93,0,2,43,88,Circle,alpine
238,21,23.0597,0,3.4,16.6,4106,Circle,alpine
3,21,71.8883,0,1,37,285,Circle,fedora
4,21,110.1,0,0,6,1273,Circle,alpine-build
24,21,120.021,0,2,8.3333,1847,Circle,ruby
1,21,717.775,0,2,32,2145,Circle,node
5,21,721.256,0,1,8,4412,Circle,base
2,21,860.737,0,1,3,2140,Travis,buildstep
121,21,1059.15,0,2.7143,6.7143,17849,Circle,build_env
5,21,1116.14,0,1,5,1625,Circle,cyclus
20,21,1277.01,0,1.3333,7.7778,6221,Circle,cyclus-deps
7,22,0.0017,340,2,8.25,14,Docker,debian
3,22,0.0053,318,2,6,7,Docker,debian
31,22,0.0069,0,10,21,64,Circle,docker-perl-app-base
1,22,0.0129,804,1,6,3,Docker,aspnet
1,22,0.037,81,1,15.4,28,Docker,alpine
1,22,0.0424,15,0,10,9,Docker,centos
1,22,0.5516,17,1,55,19,Docker,fedora
1,22,0.7375,394,14,37,11,Docker,ubuntu
2,22,12.0208,0,0.6667,5.7778,114,Circle,tomcat
3,22,16.2142,347,7,22,32,Docker,nginx
1,22,21.8894,0,1,10,364,Circle,alpine
197,22,23.0597,0,0,7,4106,Circle,alpine
4,22,68.9188,87,17,40,69,Docker,baseimage
2,22,71.8883,0,1,37,285,Circle,fedora
2,22,110.1,0,0,6,1273,Circle,alpine-build
13,22,120.021,0,2,8.3333,1847,Circle,ruby
3,22,717.775,0,2,32,2145,Circle,node
89,22,1059.15,0,2.7143,6.7143,17849,Circle,build_env
6,22,1277.01,0,1.3333,7.7778,6221,Circle,cyclus-deps
1,23,0.0028,27,2,15.75,10,Docker,alpine
1,23,0.0051,52,2,16.3333,43,Docker,debian
16,23,0.0053,318,2,6,7,Docker,debian
39,23,0.0069,0,10,21,64,Circle,docker-perl-app-base
5,23,0.0129,804,1,6,3,Docker,aspnet
5,23,12.0208,0,0.6667,5.7778,114,Circle,tomcat
56,23,23.0597,0,0,7,4106,Circle,alpine
2,23,65.8492,44,2,2,27,Docker,alpine-golang-make-onbuild
1,23,71.8883,0,1,37,285,Circle,fedora
4,23,120.021,0,2,8.3333,1847,Circle,ruby
6,23,141.097,262,12,26.2,515,Docker,python
7,23,535.883,0,2.2,2.8,534,Circle,cymetric-deps
96,23,1059.15,0,2.7143,6.7143,17849,Circle,build_env
1,23,1277.01,0,2.5,18.5,6221,Circle,cyclus-deps
1,24,0.0024,768,14,14,15,Docker,python
1,24,0.0028,27,2,15.75,10,Docker,alpine
6,24,0.0069,0,10,21,64,Circle,docker-perl-app-base
1,24,0.037,81,1,15.4,28,Docker,alpine
1,24,0.1751,330,10,11,4,Docker,nginx
2,24,0.9345,0,2,21,1123,Circle,centos
1,24,2.3135,0,1,3.6,36,Circle,tomcat
5,24,12.0208,0,0.6667,5.7778,114,Circle,tomcat
69,24,23.0597,0,2.5,25.5,4106,Circle,alpine
4,24,65.8492,44,2,2,27,Docker,alpine-golang-make-onbuild
2,24,110.1,0,0,6,1273,Circle,alpine-build
2,24,120.021,0,2,8.3333,1847,Circle,ruby
3,24,141.097,262,13,31,515,Docker,python
143,24,1059.15,0,2.7143,6.7143,17849,Circle,build_env
48,24,1271.74,0,7,51,15319,Circle,ubuntu
4,24,1277.01,0,2.5,18.5,6221,Circle,cyclus-deps
1,25,0.0028,27,2,15.75,10,Docker,alpine
1,25,0.0129,804,1,6,3,Docker,aspnet
2,25,1.9021,144,8,23,59,Docker,mercury-depend
74,25,12.0208,0,0.6667,5.7778,114,Circle,tomcat
2,25,19.9171,0,6,8,919,Travis,ubuntu
130,25,23.0597,0,3.1667,25.8333,4106,Circle,alpine
8,25,120.021,0,2,8.3333,1847,Circle,ruby
155,25,1059.15,0,2.7143,6.7143,17849,Circle,build_env
6,25,1271.74,0,7,51,15319,Circle,ubuntu
1,26,0.0129,804,1,6,3,Docker,aspnet
1,26,0.037,81,1,15.4,28,Docker,alpine
2,26,12.0208,0,0.6667,5.7778,114,Circle,tomcat
7,26,19.9171,0,6,8,919,Travis,ubuntu
2,26,21.8894,0,1,10,364,Circle,alpine
176,26,23.0597,0,3.6,40.2,4106,Circle,alpine
2,26,141.097,262,13,31,515,Docker,python
110,26,1059.15,0,2.7143,6.7143,17849,Circle,build_env
19,26,1271.74,0,7,51,15319,Circle,ubuntu
1,27,0.0028,27,2,15.75,10,Docker,alpine
1,27,0.0129,804,1,6,3,Docker,aspnet
1,27,0.037,81,1,15.4,28,Docker,alpine
2,27,16.0888,13,12,27.4286,18,Docker,debian
3,27,21.8894,0,1,10,364,Circle,alpine
174,27,1059.15,0,2.7143,6.7143,17849,Circle,build_env
5,28,0.0057,0,3,19,41,Circle,debian
1,28,0.0097,48,1,3,54,Docker,cedarish
1,28,0.0129,804,1,6,3,Docker,aspnet
2,28,0.037,81,1,15.4,28,Docker,alpine
3,28,0.1751,330,10,11,4,Docker,nginx
1,28,141.097,262,17,38,515,Docker,python
4,28,1271.74,0,7,51,15319,Circle,ubuntu
12,29,0.1751,330,10,11,4,Docker,nginx
3,29,141.097,262,13.1667,34.5,515,Docker,python
37,29,1271.74,0,7,51,15319,Circle,ubuntu
15,30,0.1751,330,10,11,4,Docker,nginx
2,31,0.0024,986,1,4,10,Docker,opensuse
8,32,0.0024,986,1,4,10,Docker,opensuse
6,33,0.0024,986,1,4,10,Docker,opensuse
4,34,0.0024,986,1,4,10,Docker,opensuse
